DATASET_YR,REPRJ_ID,INUN_ID,ADMS,COUNSEL,SAT1_VERB_200_P,SAT1_VERB_300_P,SAT1_VERB_400_P,SAT1_VERB_500_P,SAT1_VERB_600_P,SAT1_VERB_700_P,SAT1_MATH_200_P,SAT1_MATH_300_P,SAT1_MATH_400_P,SAT1_MATH_500_P,SAT1_MATH_600_P,SAT1_MATH_700_P,SAT1_COMP_400_P,SAT1_COMP_600_P,SAT1_COMP_800_P,SAT1_COMP_1000_P,SAT1_COMP_1200_P,SAT1_COMP_1400_P,SAT1_COMP_MEAN,SAT1_COMP_25TH_P,SAT1_COMP_75TH_P,ACT_1_P,ACT_2_P,ACT_3_P,ACT_4_P,ACT_5_P,ACT_6_P,SAT1_VERB_MEAN,SAT1_MATH_MEAN,ACT_MEAN,SAT1_VERB_670_800_P,SAT1_MATH_600_800_P,SUBMIT_P,SUBMIT_SAT1_P,SUBMIT_ACT_P,PLACE_ONLY,ADMS_PLACE,ADMS_COUNSEL,SAT1_VERB_25TH_P,SAT1_VERB_75TH_P,SAT1_MATH_25TH_P,SAT1_MATH_75TH_P,ACT_COMP_25TH_P,ACT_COMP_75TH_P,ACT_WRITING,SAT_NEW,SAT1_WRITING_200_P,SAT1_WRITING_300_P,SAT1_WRITING_400_P,SAT1_WRITING_500_P,SAT1_WRITING_600_P,SAT1_WRITING_700_P,SAT1_WRITING_25TH_P,SAT1_WRITING_75TH_P,SAT1_WRITING_MEAN,ESSAY_ADMIS_ACT,ESSAY_ADMIS_SAT,ESSAY_ADVISING_ACT,ESSAY_ADVISING_SAT,ESSAY_AP_SUBST_ACT,ESSAY_AP_SUBST_SAT,ESSAY_AP_VALID_ACT,ESSAY_AP_VALID_SAT,ESSAY_NO_ACT,ESSAY_NO_SAT,ESSAY_NO_POLICY_ACT,ESSAY_NO_POLICY_SAT,ESSAY_PLACE_ACT,ESSAY_PLACE_SAT,ADMS_OPTIONAL,SAT_ESSAY,ACT_ENG_1_P,ACT_ENG_2_P,ACT_ENG_3_P,ACT_ENG_4_P,ACT_ENG_5_P,ACT_ENG_6_P,ACT_MATH_1_P,ACT_MATH_2_P,ACT_MATH_3_P,ACT_MATH_4_P,ACT_MATH_5_P,ACT_MATH_6_P,ACT_MATH_MEAN,ACT_ENG_MEAN,ACT_MATH_25TH_P,ACT_MATH_75TH_P,ACT_ENG_25TH_P,ACT_ENG_75TH_P,ACT_PLACE,ACT_WRITING_25TH_P,ACT_WRITING_75TH_P,AP_PLACE,CLEP_PLACE,INST_PLACE,SAT1_PLACE,SAT2_PLACE,STATE_PLACE_T,SUBMIT_ACT_N,SUBMIT_SAT1_N,ACT_SCIENCE_25TH_P,ACT_READING_25TH_P,SAT1_COMP_50TH_P,SAT1_VERB_50TH_P,SAT1_MATH_50TH_P,ACT_COMP_50TH_P,ACT_MATH_50TH_P,ACT_ENG_50TH_P,ACT_WRITING_50TH_P,ACT_SCIENCE_50TH_P,ACT_READING_50TH_P,ACT_SCIENCE_75TH_P,ACT_READING_75TH_P,ACT_READING_1_P,ACT_READING_2_P,ACT_READING_3_P,ACT_READING_4_P,ACT_READING_5_P,ACT_READING_6_P,ACT_SCIENCE_1_P,ACT_SCIENCE_2_P,ACT_SCIENCE_3_P,ACT_SCIENCE_4_P,ACT_SCIENCE_5_P,ACT_SCIENCE_6_P
2023,12,5063,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5064,Y,,,,,,,,,,,,,,,,,,,,,950,1110,,,,,,,,,,,,95,86,12,,,,470,570,470,560,18,22,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,,,,,,,,,,,,,18,23,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5065,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5067,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5069,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5070,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5072,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5073,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5074,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5075,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5077,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5079,Y,,,,,,,,,,,,,,,,,,,,,,,,,18,36,18,28,,,,,,,64,37,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5085,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5087,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5097,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5102,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,34,4,,,,452,550,450,540,17,22,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5104,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5107,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5108,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,23,1.3,,,,,,370,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5111,N,,,,0.63,7.16,41.26,50.95,,,1.05,12.42,57.89,28.63,,,1.05,5.68,56.63,36.6,1368,1290,1420,,,0.33,2.64,27.72,69.31,689,670,30,,,99.9,27,17,,,,660,730,630,700,29,32,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,,0.99,2.97,23.76,72.28,,,1.65,7.92,61.72,28.71,27,32,25,30,29,35,,8,9,X,X,,,,,303,475,,,1360,700,670,31,27,33,8,,,,,,,,,,,,,,,,
2023,12,5112,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5113,Y,,,,,,15,85,,,,1,8,91,,,,,10,90,1497,1450,1550,,,,,2,98,741,762,34,,,100,41,22,,,,710,770,750,790,33,35,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,3,97,,,,,17,83,32,34,31,35,34,36,X,,,X,,,X,,,103,190,32,34,1520,750,780,34,33,35,,34,35,35,36,,,,,,100,,,,,3,97
2023,12,5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5116,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,520,24,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,23,24,,,21,,X,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5120,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47,51,,,,420,530,400,510,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5121,Y,,,2,9,26,42,21,,4,12,31,32,21,,2,15,31,33,19,1200,1080,1320,,,17,34,26,23,610,600,23,,,96,42,32,,,,560,670,540,680,20,29,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,2,20,26,22,30,,1,19,33,27,20,22,24,18,28,19,31,,,,,,,,,,,,19,20,1200,610,600,23,22,24,,24,25,28,33,2,,16,26,20,36,,1,15,33,31,20
2023,12,5122,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5123,Y,,,3,40,40,14,3,,7,36,46,10,1,,4,41,43,11,1,1020,920,1120,,,,47,21,4,515,510,20,,,99,50,34,,,,460,570,450,560,17,23,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,7,38,16,5,,,,37,22,3,19,19,15,23,16,23,X,,,,,,X,,TSI Assessment,476,689,,,,,,,,19,,,,,,,,,,,,,,,,,
2023,12,5125,Y,,,5,43,39,12,1,,8,35,50,6,1,,,,,,,,,,,,46,38,8,8,505,505,19,,,93,39,5,,,,450,560,460,550,16,21,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5126,Y,,,,,,,,0.3,10.7,28.8,42,16.8,1.4,,,,,,,,,,,,25.5,36.4,29.1,9.1,,,,,,,35,3,,,,,,450,580,17.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,28.6,33.9,26.8,5.4,,,33.9,33.9,28.6,3.6,,,17,24,16,24,,,,,X,,,,,61,626,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5127,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5128,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5130,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5134,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5138,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5139,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5144,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,11,16,,,,545,605,490,585,19,26,ACTB,SRS1,,,,,,,,,,,,,,,,,,,,X,X,,,,SATB,,,,,,,,,,,,,,,16,24,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5145,Y,,,0.63,5.31,39.5,43.52,11.04,,0.42,9.98,49.68,34.4,5.52,,,7.01,45.22,40.98,6.37,1210,1100,1270,,,8.94,40.14,40.67,10.25,610,590,25,,,100,12.02,29.13,,,,560,650,540,620,21,27,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,1.75,15.51,39.35,29.54,13.85,,,17.44,39,38.65,4.91,24,24,19,25,19,26,,,,,,,,,,1141,471,20,22,1180,600,580,24,23,23,,23,25,26,30,,0.4,8,29.5,31.8,30.2,,0.3,9.5,41.5,37.7,11.04
2023,12,5146,Y,,,4,20,47,27,2,,7,15,60,16,2,,6,18,58,16,2,1115,1000,1160,,,,,,,560,555,23,,,100,15,1,,,,500,600,500,580,,,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,,SATB,,,,,,,,,,,,,22,21,,,,,X,,,X,X,,X,,,3,45,,,1100,550,550,,,,,,,,,,,,,,,,,,,,
2023,12,5148,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5154,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,34,69,,,,,,,,21,26,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5155,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5162,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5163,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5164,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,X,,,X,X,X,X,,,88,5,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5167,Y,,,,28.57,35.72,28.57,7.14,,14.81,7.41,55.56,14.81,7.41,,6.67,20,50,20,3.33,,970,1180,,0.09,12.83,51.58,28.57,6.93,,,,,,100,2,88,,,,470,610,510,590,19,25,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,12.03,42.54,,15.21,,0.2,24.85,40.14,31.29,3.52,,,17,25,20,26,,,,,,,,,,1169,30,20,21,,,,,,,,,,25,28,,0.5,9.9,39.4,30.4,19.9,,0.3,8.6,48.3,34,8.81
2023,12,5168,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5169,Y,,,,,,,,,,21.42,64.29,14.29,,,,25,62.5,12.5,,1083,990,1175,,0.45,26.08,43.95,24.36,5.16,560,532,21,,,,1,92,,,,480,620,510,560,17,24,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,21.11,37.87,25.53,10.51,,0.16,34.59,36.39,26,2.86,20,21,16,24,17,25,X,,,X,X,X,X,X,,1338,16,,19,1075,560,540,21,20,21,,,22,,27,,2.3,16.8,38.7,25.75,16.4,,,,,,
2023,12,5170,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5174,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5175,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5177,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5187,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,188,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5189,N,,,,11.76,23.53,50,14.71,,,11.76,44.12,32.35,11.77,,,11.76,29.41,47.06,11.76,,1040,1300,,,12.1,38.7,37.1,12.1,,,,,,98.68,12,43,,,,530,680,530,640,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,36.29,34.68,19.35,,,25.81,33.06,34.68,6.45,,,17,26,,29,X,22,31,X,X,,X,,,124,32,20,22,1220,640,590,23,22,,25,23,25,25,31,,0.8,9,25,33.1,32.3,,0.8,10.5,47.6,32.3,8.9
2023,12,5192,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5193,Y,,,,,,,,,,,,,,,,,,,,,500,610,,,,,,,,,,,,100,13,92,,,,,,500,598,19,24,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,18,25,17,24,X,,,X,X,X,X,X,,396,56,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5194,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5200,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5201,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5203,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5205,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5207,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,"SAT,  ACT,  PSAT, TABE 9-10 scores of 461 or higher in reading and 442 or higher in math for placement into entry level workforce certificate programsGeorgia Milestones Literature & Composition or Georgia Milestones American Literature & Composition (English admission requirement only),HOPE GPA after completion of 10th grade of 2.6 or higher, High school GPA of 2.0 for approved Entry Level Workforce Certificates,  Completion of GEDA? with a score of 145 or higher on each section for placement into any certificate, diploma, or degree program, Completed TCSG form documenting two years of work/career related experience for approved Entry Level Workforce Certificates Accuplacer/Companion, Compass/Asset,  *A student possessing an Associatea??s degree of higher from a regionally accreditedinstitution shall be exempted from placement requirements.",,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5211,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5212,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5213,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,7,10,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,X,X,,,31,21,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5214,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5216,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,5220,Y,,,,1.46,13.83,65.17,19.54,,0.24,0.36,17.97,54.73,26.7,,,,12.74,69.54,17.23,1304,1240,1370,,,0.95,20.14,46.59,32.32,649,656,27,,,100,16,79,,,,610,680,610,700,24,30,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,1.85,21.31,37.78,38.99,,,6.41,25.73,50.06,17.8,25,28,22,28,24,33,X,5,5,X,,,X,,,4211,824,,,1310,650,650,27,26,28,5,,,,,,,,,,,,,,,,
2023,12,5221,Y,,,,20,47,27,7,,7,20,53,20,,,,20,67,7,7,,1020,1180,,1,20,50,24,5,452,498,21,,,91,4,72,,,,500,620,490,580,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,4,22,43,23,8,,1,46,32,20,1,,,16,23,17,24,X,19,22,,,,X,,,294,15,18,18,1070,540,530,20,18,21,21,21,22,24,26,,2,19,40,26,14,,,18,52,25,5
2023,12,5223,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
